Left	Right	k	Cumulative	Norm	RAS	StdErr
<6DT3>	TSI2	4	False	19953076	1.810949277766926e-2	5.755277546578683e-5
<6DT3>	TSI2	5	False	19953076	1.3824862559203083e-2	5.111078685956019e-5
<6DT3>	TSI2	6	False	19953076	1.0979062409558637e-2	4.4408932854133965e-5
<6DT3>	TSI2	7	False	19953076	8.92190638628732e-3	3.88716179045005e-5
<6DT3>	TSI2	8	False	19953076	7.5008160336257285e-3	3.5448556995675396e-5
<6DT3>	TSI2	9	False	19953076	6.461129101097002e-3	3.251439190545446e-5
<6DT3>	TSI2	10	False	19953076	5.562279983201353e-3	3.127981662971486e-5
<6DT3>	CHB2	2	False	19953076	4.6003690541917795e-2	9.134582076136168e-5
<6DT3>	CHB2	3	False	19953076	2.6024143985231986e-2	7.069256148507e-5
<6DT3>	CHB2	4	False	19953076	1.808994659309276e-2	5.751652744847902e-5
<6DT3>	CHB2	5	False	19953076	1.3808971132824295e-2	5.105961997344856e-5
<6DT3>	CHB2	6	False	19953076	1.0965686604803276e-2	4.435605585713825e-5
<6DT3>	CHB2	7	False	19953076	8.910821916916126e-3	3.88338148680692e-5
<6DT3>	CHB2	8	False	19953076	7.490730444838991e-3	3.535576482244778e-5
<6DT3>	CHB2	9	False	19953076	6.4531066153746515e-3	3.2444662016303704e-5
<6DT3>	CHB2	10	False	19953076	5.555731391644541e-3	3.1220513286372637e-5
<6DT3>	YRI2	2	False	19953076	4.587615630458858e-2	9.090466349113139e-5
<6DT3>	YRI2	3	False	19953076	2.5880300122051003e-2	6.99917583353479e-5
<6DT3>	YRI2	4	False	19953076	1.794100103376823e-2	5.677204950717444e-5
<6DT3>	YRI2	5	False	19953076	1.3656144331544998e-2	5.017652721892565e-5
<6DT3>	YRI2	6	False	19953076	1.0814232829254443e-2	4.3464567459659946e-5
<6DT3>	YRI2	7	False	19953076	8.763495675458527e-3	3.798137947791526e-5
<6DT3>	YRI2	8	False	19953076	7.346557206804296e-3	3.449973956069089e-5
<6DT3>	YRI2	9	False	19953076	6.311462954383565e-3	3.149960631722504e-5
<6DT3>	YRI2	10	False	19953076	5.418899536377953e-3	3.0307676429133826e-5
<M1489>	CEU2	2	False	1404145	4.5812106446403635e-2	2.0518288264550924e-4
<M1489>	CEU2	3	False	1404145	2.5877599579712696e-2	1.5532393178657863e-4
<M1489>	CEU2	4	False	1404145	1.8022685632556337e-2	1.25939041931171e-4
<M1489>	CEU2	5	False	1404145	1.3654528659312179e-2	1.169954064398776e-4
<M1489>	CEU2	6	False	1404145	1.0782163985546064e-2	9.598006831742293e-5
<M1489>	CEU2	7	False	1404145	8.98082198680323e-3	8.955048982151125e-5
<M1489>	CEU2	8	False	1404145	7.468131999320297e-3	8.050677706811583e-5
<M1489>	CEU2	9	False	1404145	6.368273491301336e-3	7.242092398638875e-5
<M1489>	CEU2	10	False	1404145	5.64411046190821e-3	6.82192442777021e-5
<M1489>	FIN2	2	False	1404145	4.581746245917779e-2	2.052291775190945e-4
<M1489>	FIN2	3	False	1404145	2.5877661986989705e-2	1.5535007210327082e-4
<M1489>	FIN2	4	False	1404145	1.8021606353765637e-2	1.2592130074802813e-4
<M1489>	FIN2	5	False	1404145	1.3653074936859452e-2	1.1699825576966588e-4
<M1489>	FIN2	6	False	1404145	1.0780816722565872e-2	9.59796080494904e-5
<M1489>	FIN2	7	False	1404145	8.978982807639537e-3	8.94973490499484e-5
<M1489>	FIN2	8	False	1404145	7.466516752150574e-3	8.04594370538986e-5
<M1489>	FIN2	9	False	1404145	6.36607088152446e-3	7.243130180559179e-5
<M1489>	FIN2	10	False	1404145	5.6421024159949516e-3	6.81918319663525e-5
<M1489>	GBR2	2	False	1404145	4.5812592340470526e-2	2.0520789362453535e-4
<M1489>	GBR2	3	False	1404145	2.5877905387744243e-2	1.5536558863902202e-4
<M1489>	GBR2	4	False	1404145	1.8023255465029437e-2	1.2594468587608253e-4
<M1489>	GBR2	5	False	1404145	1.3655532950376727e-2	1.1698625835799207e-4
<M1489>	GBR2	6	False	1404145	1.0783042389624856e-2	9.599909816177401e-5
<M1489>	GBR2	7	False	1404145	8.981698287265942e-3	8.953878371441629e-5
<M1489>	GBR2	8	False	1404145	7.469150025760412e-3	8.053070728284796e-5
<M1489>	GBR2	9	False	1404145	6.369124383381614e-3	7.243061846884994e-5
<M1489>	GBR2	10	False	1404145	5.644020006416796e-3	6.82319028623022e-5
<M1489>	IBS2	2	False	1404145	4.5808333795401036e-2	2.0515922621825193e-4
<M1489>	IBS2	3	False	1404145	2.5875509058300248e-2	1.5530953086508915e-4
<M1489>	IBS2	4	False	1404145	1.8021205583672602e-2	1.259222185537981e-4
<M1489>	IBS2	5	False	1404145	1.3652504006420568e-2	1.1696820301324548e-4
<M1489>	IBS2	6	False	1404145	1.0781154910571833e-2	9.594991515526597e-5
<M1489>	IBS2	7	False	1404145	8.979977478245185e-3	8.95402890551131e-5
<M1489>	IBS2	8	False	1404145	7.4672792746781295e-3	8.049003342892598e-5
<M1489>	IBS2	9	False	1404145	6.367314866579572e-3	7.243038406664753e-5
<M1489>	IBS2	10	False	1404145	5.64238295156399e-3	6.819716220764179e-5
<M1489>	TSI2	2	False	1404145	4.580257872567469e-2	2.051075654571406e-4
<M1489>	TSI2	3	False	1404145	2.587531914439059e-2	1.5531865927252502e-4
<M1489>	TSI2	4	False	1404145	1.8021860108396934e-2	1.2591870714757187e-4
<M1489>	TSI2	5	False	1404145	1.3654837234453415e-2	1.1699088170580466e-4
<M1489>	TSI2	6	False	1404145	1.0782752222204798e-2	9.599757876486803e-5
<M1489>	TSI2	7	False	1404145	8.981256005815508e-3	8.955752997743728e-5
<M1489>	TSI2	8	False	1404145	7.469968591291579e-3	8.05218813633345e-5
<M1489>	TSI2	9	False	1404145	6.368857917095491e-3	7.244118532177781e-5
<M1489>	TSI2	10	False	1404145	5.644007393755479e-3	6.820242672410364e-5
<M1489>	CHB2	2	False	1404145	4.577354409217487e-2	2.0506548055052175e-4
<M1489>	CHB2	3	False	1404145	2.585194986174068e-2	1.5517358563931272e-4
<M1489>	CHB2	4	False	1404145	1.800295017626206e-2	1.2583343857569917e-4
<M1489>	CHB2	5	False	1404145	1.3638069239767448e-2	1.1684579265670387e-4
<M1489>	CHB2	6	False	1404145	1.0769673479816399e-2	9.580061542720777e-5
<M1489>	CHB2	7	False	1404145	8.9710348029344e-3	8.948290638553783e-5
<M1489>	CHB2	8	False	1404145	7.459632687930427e-3	8.03796887277777e-5
<M1489>	CHB2	9	False	1404145	6.360983071020028e-3	7.232809531745102e-5
<M1489>	CHB2	10	False	1404145	5.636921012748351e-3	6.813044961181437e-5
<M1489>	YRI2	2	False	1404145	4.564410235071e-2	2.0437515166314707e-4
<M1489>	YRI2	3	False	1404145	2.5707421682979775e-2	1.5420244664113988e-4
<M1489>	YRI2	4	False	1404145	1.785501395612887e-2	1.2463615218635642e-4
<M1489>	YRI2	5	False	1404145	1.3489476480264452e-2	1.1542695839256502e-4
<M1489>	YRI2	6	False	1404145	1.0620531830164722e-2	9.443357232516698e-5
<M1489>	YRI2	7	False	1404145	8.822552412423827e-3	8.78967927914515e-5
<M1489>	YRI2	8	False	1404145	7.3171251985405805e-3	7.887083227578607e-5
<M1489>	YRI2	9	False	1404145	6.221908638183323e-3	7.067546599019308e-5
<M1489>	YRI2	10	False	1404145	5.498289163936229e-3	6.637751016988239e-5
<NO3423>	CEU2	2	False	8028485	4.609082856518954e-2	1.0718197759010898e-4
<NO3423>	CEU2	3	False	8028485	2.591120704758146e-2	8.104206975496472e-5
<NO3423>	CEU2	4	False	8028485	1.8155724120165462e-2	7.013310932669414e-5
<NO3423>	CEU2	5	False	8028485	1.3756255601471184e-2	6.375466421362387e-5
<NO3423>	CEU2	6	False	8028485	1.0928404416005651e-2	5.417848260604492e-5
<NO3423>	CEU2	7	False	8028485	8.87848113029041e-3	4.6757937063675976e-5
<NO3423>	CEU2	8	False	8028485	7.488606499041054e-3	4.552399328456719e-5
<NO3423>	CEU2	9	False	8028485	6.45356380514948e-3	3.9445826077965634e-5
<NO3423>	CEU2	10	False	8028485	5.592862974128413e-3	3.744513328901057e-5
<NO3423>	FIN2	2	False	8028485	4.609680984541323e-2	1.0719851247679743e-4
<NO3423>	FIN2	3	False	8028485	2.591158585343507e-2	8.103795886000897e-5
<NO3423>	FIN2	4	False	8028485	1.8154640992241754e-2	7.012792865963918e-5
<NO3423>	FIN2	5	False	8028485	1.375445017425038e-2	6.374870148115811e-5
<NO3423>	FIN2	6	False	8028485	1.0926756289520652e-2	5.416820528862218e-5
<NO3423>	FIN2	7	False	8028485	8.87607346596679e-3	4.675973150256022e-5
<NO3423>	FIN2	8	False	8028485	7.487145849351401e-3	4.5526783463954795e-5
<NO3423>	FIN2	9	False	8028485	6.452058212392448e-3	3.943209866017808e-5
<NO3423>	FIN2	10	False	8028485	5.591231540782733e-3	3.7429754355762416e-5
<NO3423>	GBR2	2	False	8028485	4.609119552569502e-2	1.0719063400331169e-4
<NO3423>	GBR2	3	False	8028485	2.5911693233460372e-2	8.103586248187272e-5
<NO3423>	GBR2	4	False	8028485	1.815645770212023e-2	7.014504205206065e-5
<NO3423>	GBR2	5	False	8028485	1.375681979206718e-2	6.374875026164852e-5
<NO3423>	GBR2	6	False	8028485	1.0928744843509565e-2	5.417278469195288e-5
<NO3423>	GBR2	7	False	8028485	8.878672892187188e-3	4.676131503008436e-5
<NO3423>	GBR2	8	False	8028485	7.489260518060006e-3	4.554182713897318e-5
<NO3423>	GBR2	9	False	8028485	6.454058142820719e-3	3.945325042996189e-5
<NO3423>	GBR2	10	False	8028485	5.59327825384213e-3	3.7439689794122434e-5
<NO3423>	IBS2	2	False	8028485	4.608616101057093e-2	1.0717052732227704e-4
<NO3423>	IBS2	3	False	8028485	2.5908618767159355e-2	8.10264004481465e-5
<NO3423>	IBS2	4	False	8028485	1.815391903536805e-2	7.012166069933884e-5
<NO3423>	IBS2	5	False	8028485	1.3754515210231945e-2	6.374029554891685e-5
<NO3423>	IBS2	6	False	8028485	1.0926727947872049e-2	5.4153702321067386e-5
<NO3423>	IBS2	7	False	8028485	8.87668037470277e-3	4.673962769215641e-5
<NO3423>	IBS2	8	False	8028485	7.487424019422323e-3	4.5520059366195836e-5
<NO3423>	IBS2	9	False	8028485	6.452519046987396e-3	3.9432690515656174e-5
<NO3423>	IBS2	10	False	8028485	5.591499101843856e-3	3.742202194231791e-5
<NO3423>	TSI2	2	False	8028485	4.607987327977478e-2	1.071430314608245e-4
<NO3423>	TSI2	3	False	8028485	2.590841591800059e-2	8.10205187723433e-5
<NO3423>	TSI2	4	False	8028485	1.8154968275607468e-2	7.013590136566785e-5
<NO3423>	TSI2	5	False	8028485	1.3756504555490923e-2	6.376708751919061e-5
<NO3423>	TSI2	6	False	8028485	1.0928544693408199e-2	5.41761306118933e-5
<NO3423>	TSI2	7	False	8028485	8.878745046988552e-3	4.6760983870041596e-5
<NO3423>	TSI2	8	False	8028485	7.489209922396322e-3	4.5534243180332934e-5
<NO3423>	TSI2	9	False	8028485	6.4540220287662604e-3	3.944934215763237e-5
<NO3423>	TSI2	10	False	8028485	5.5933775325043116e-3	3.743011909792276e-5
<NO3423>	CHB2	2	False	8028485	4.605295154603507e-2	1.0712018912333337e-4
<NO3423>	CHB2	3	False	8028485	2.5885635414846557e-2	8.097911921583608e-5
<NO3423>	CHB2	4	False	8028485	1.8134690306939715e-2	7.00814840492032e-5
<NO3423>	CHB2	5	False	8028485	1.3740668074331877e-2	6.367024195139012e-5
<NO3423>	CHB2	6	False	8028485	1.091553054746029e-2	5.411985928443796e-5
<NO3423>	CHB2	7	False	8028485	8.867581190505734e-3	4.670562296954081e-5
<NO3423>	CHB2	8	False	8028485	7.479247915761228e-3	4.540895357647101e-5
<NO3423>	CHB2	9	False	8028485	6.44677996379438e-3	3.9347769738372455e-5
<NO3423>	CHB2	10	False	8028485	5.586581052118527e-3	3.737665207402956e-5
<NO3423>	YRI2	2	False	8028485	4.59236984075483e-2	1.0662407569214308e-4
