A	B	C	theta_J	jack_se	Zscore	AlleleCount
ind0	Pop0	Pop1	1.056176466179339e-10	1.626632966190759e-10	0.6493022630991475	Outgroup F3
ind0	Pop0	Pop2	6.1124019568612604e-12	1.198534152446003e-10	0.050998980249222725	Outgroup F3
ind0	Pop0	Pop3	1.3005957498990936e-10	1.3709060758763212e-10	0.9487125141434046	Outgroup F3
ind0	Pop0	Pop4	-4.41359690310747e-11	1.0880013498408109e-10	-0.4056609767766592	Outgroup F3
ind0	Pop0	Pop5	-4.6806802336727e-11	1.2640793048840314e-10	-0.3702837484632432	Outgroup F3
ind0	Pop0	Pop6	-7.116729121361396e-12	1.2918248927242446e-10	-0.05509050925898628	Outgroup F3
ind0	Pop0	Pop7	3.677731006867994e-11	1.2357208671406244e-10	0.297618265148991	Outgroup F3
ind0	Pop0	Pop8	-8.161212681422396e-12	1.2791811590285545e-10	-0.06380028836275423	Outgroup F3
ind0	Pop1	Pop0	5.816975395388472e-10	2.1765655492869944e-10	2.6725477655814287	Outgroup F3
ind0	Pop1	Pop2	-3.1951517296927683e-10	1.1868841292481129e-10	-2.6920502608092725	Outgroup F3
ind0	Pop1	Pop3	4.091746811722178e-10	1.268331565018721e-10	3.226086083934829	Outgroup F3
ind0	Pop1	Pop4	-1.784360808987375e-10	1.0456280298917665e-10	-1.7064967253910313	Outgroup F3
ind0	Pop1	Pop5	-2.182069633057408e-10	1.1759299020458587e-10	-1.8556119963112494	Outgroup F3
ind0	Pop1	Pop6	1.1089244263075191e-10	1.1465094992924135e-10	0.9672178267968207	Outgroup F3
ind0	Pop1	Pop7	-3.7391086221628084e-11	1.1441902532906603e-10	-0.3267908122280567	Outgroup F3
ind0	Pop1	Pop8	-1.1421332561484664e-10	1.1649797857926961e-10	-0.9803889046635397	Outgroup F3
ind0	Pop2	Pop0	9.463056305420647e-10	2.1102565396748777e-10	4.484315592680782	Outgroup F3
ind0	Pop2	Pop1	1.3464763822890372e-10	1.6444672727028764e-10	0.8187918389375691	Outgroup F3
ind0	Pop2	Pop3	5.984756368959768e-10	1.3289007425187088e-10	4.503539036043177	Outgroup F3
ind0	Pop2	Pop4	-1.2746500196375514e-10	1.1404425164396891e-10	-1.117680199802477	Outgroup F3
ind0	Pop2	Pop5	-5.142503287863676e-10	1.3282485433503858e-10	-3.8716423320082707	Outgroup F3
ind0	Pop2	Pop6	1.6790558552953846e-10	1.1312561526482349e-10	1.4842401973812633	Outgroup F3
ind0	Pop2	Pop7	-1.9053119541160736e-11	1.2994269410452826e-10	-0.14662709336958998	Outgroup F3
ind0	Pop2	Pop8	-2.600152730065326e-10	1.226347581410575e-10	-2.1202412509140083	Outgroup F3
ind0	Pop3	Pop0	5.192569355014921e-10	2.2393687862335511e-10	2.3187647282288104	Outgroup F3
ind0	Pop3	Pop1	3.247363416000817e-10	1.7508483680594886e-10	1.8547370950232291	Outgroup F3
ind0	Pop3	Pop2	5.987448612566206e-11	1.3306679742484668e-10	0.4499581209165112	Outgroup F3
ind0	Pop3	Pop4	-2.2759926875078003e-10	1.246045331706258e-10	-1.8265729420864614	Outgroup F3
ind0	Pop3	Pop5	-5.423453338208866e-11	1.402114162603795e-10	-0.38680540307340217	Outgroup F3
ind0	Pop3	Pop6	-3.982418488052764e-10	1.318808925515609e-10	-3.0197084740655478	Outgroup F3
ind0	Pop3	Pop7	-1.875224580958877e-10	1.4199952839364904e-10	-1.3205850767056118	Outgroup F3
ind0	Pop3	Pop8	-1.1425883108681393e-10	1.4024588972502286e-10	-0.8147035988779336	Outgroup F3
ind0	Pop4	Pop0	8.681908654452292e-10	2.2878790385436635e-10	3.7947411153251847	Outgroup F3
ind0	Pop4	Pop1	2.428354990917447e-10	1.6750677253631674e-10	1.4497055576609366	Outgroup F3
ind0	Pop4	Pop2	-1.603562331714506e-10	1.2064440510839777e-10	-1.3291642743596122	Outgroup F3
ind0	Pop4	Pop3	2.781106508118403e-10	1.3939719558840213e-10	1.9950950206560625	Outgroup F3
ind0	Pop4	Pop5	-3.017253177108585e-10	1.2805511397390416e-10	-2.35621451067035	Outgroup F3
ind0	Pop4	Pop6	-9.511849363362501e-11	1.2472157256627323e-10	-0.7626466831396145	Outgroup F3
ind0	Pop4	Pop7	-2.5507622286406037e-10	1.2262799479849498e-10	-2.0800814959357954	Outgroup F3
ind0	Pop4	Pop8	-3.1215636237654677e-10	1.2680257306581403e-10	-2.4617510104824847	Outgroup F3
ind0	Pop5	Pop0	1.0194539057066874e-9	2.1045481448395267e-10	4.844051243049236	Outgroup F3
ind0	Pop5	Pop1	3.567314069212922e-10	1.5004650455700185e-10	2.3774722908374843	Outgroup F3
ind0	Pop5	Pop2	-3.934747697575139e-10	1.2386028562293977e-10	-3.1767629775644544	Outgroup F3
ind0	Pop5	Pop3	6.051421764170776e-10	1.2521499495817875e-10	4.832825147013681	Outgroup F3
ind0	Pop5	Pop4	-1.4805852747430892e-10	9.667238137645004e-11	-1.531549397730848	Outgroup F3
ind0	Pop5	Pop6	8.360799261582884e-11	1.1307667100347784e-10	0.7393920591565466	Outgroup F3
ind0	Pop5	Pop7	-1.5907584765895578e-10	1.2480532301504176e-10	-1.2745918508602687	Outgroup F3
ind0	Pop5	Pop8	-5.523137704617109e-10	1.1549141630738256e-10	-4.782292815525939	Outgroup F3
ind0	Pop6	Pop0	9.306362624521197e-10	2.1253236801095966e-10	4.378797785775998	Outgroup F3
ind0	Pop6	Pop1	5.612921037093803e-10	1.685781114815988e-10	3.3295669216857275	Outgroup F3
ind0	Pop6	Pop2	1.6414243540998877e-10	1.0894254272199167e-10	1.5066881248481654	Outgroup F3
ind0	Pop6	Pop3	1.3659615184549013e-10	1.4258196785385255e-10	0.9580184219753657	Outgroup F3
ind0	Pop6	Pop4	-6.59904125454809e-11	1.1416968476785482e-10	-0.5780029320363063	Outgroup F3
ind0	Pop6	Pop5	-4.0930716532574454e-11	1.2409517317181065e-10	-0.329833268179622	Outgroup F3
ind0	Pop6	Pop7	-4.32068850771799e-10	1.1466277391035335e-10	-3.7681702268044104	Outgroup F3
ind0	Pop6	Pop8	-2.2842813538409043e-10	1.244493277259155e-10	-1.8355112041036943	Outgroup F3
ind0	Pop7	Pop0	1.1151598564013912e-9	2.2109934215750239e-10	5.043704994866044	Outgroup F3
ind0	Pop7	Pop1	5.580275335352433e-10	1.6171668953856368e-10	3.4506490030651635	Outgroup F3
ind0	Pop7	Pop2	1.2220268901753281e-10	1.2363291782277343e-10	0.9884316504825128	Outgroup F3
ind0	Pop7	Pop3	4.923345012331256e-10	1.340191445579393e-10	3.67361322038792	Outgroup F3
ind0	Pop7	Pop4	-8.092918309766888e-11	1.1819603069334957e-10	-0.6847030532491685	Outgroup F3
ind0	Pop7	Pop5	-1.385955981291182e-10	1.3132178098774408e-10	-1.0553892666293718	Outgroup F3
ind0	Pop7	Pop6	-2.870498920935535e-10	1.1984026879733764e-10	-2.395270763110392	Outgroup F3
ind0	Pop7	Pop8	-4.986425935275436e-10	1.2762138152877312e-10	-3.90720259845425	Outgroup F3
ind0	Pop8	Pop0	1.1203571510987671e-9	2.1888407924512449e-10	5.118495392458849	Outgroup F3
ind0	Pop8	Pop1	5.268472593144909e-10	1.5896643488805357e-10	3.314204408531299	Outgroup F3
ind0	Pop8	Pop2	-7.31174992753756e-11	1.1871081911648526e-10	-0.6159295321147509	Outgroup F3
ind0	Pop8	Pop3	6.112400934146581e-10	1.3621545825130693e-10	4.487303432823077	Outgroup F3
ind0	Pop8	Pop4	-9.236735743769616e-11	1.0584578131267572e-10	-0.8726597913698292	Outgroup F3
ind0	Pop8	Pop5	-4.861915557594113e-10	1.23435653106403e-10	-3.9388259674075563	Outgroup F3
ind0	Pop8	Pop6	-3.776721153338249e-11	1.1259174012616751e-10	-0.3354350105173034	Outgroup F3
ind0	Pop8	Pop7	-4.5300062835508404e-10	1.1926977266494233e-10	-3.7981176473579144	Outgroup F3
ind1	Pop0	Pop1	4.7514844561557205e-11	2.233726156844302e-10	0.21271562056059654	Outgroup F3
ind1	Pop0	Pop2	7.180529858522992e-11	1.0891422047832295e-10	0.6592830419194088	Outgroup F3
ind1	Pop0	Pop3	1.2451606164053338e-11	1.184119174035167e-10	0.10515500835630874	Outgroup F3
ind1	Pop0	Pop4	1.37078917784495e-10	1.2539444900367865e-10	1.0931817067952792	Outgroup F3
ind1	Pop0	Pop5	1.9369569528190348e-11	1.1368482719472694e-10	0.17037954849518186	Outgroup F3
ind1	Pop0	Pop6	6.327710816545481e-11	1.0085936698726608e-10	0.6273795885853994	Outgroup F3
ind1	Pop0	Pop7	1.460497441902629e-10	1.0837931499773521e-10	1.34757950992138	Outgroup F3
ind1	Pop0	Pop8	3.312888023996369e-11	1.2521236618235032e-10	0.26458153655300437	Outgroup F3
ind1	Pop1	Pop0	5.943115470222832e-10	1.90112609072981e-10	3.1261027341649763	Outgroup F3
ind1	Pop1	Pop2	-2.6039156600374977e-10	1.1094050554964123e-10	-2.347127991833744	Outgroup F3
ind1	Pop1	Pop3	3.0332750922894307e-10	1.1435256056831519e-10	2.6525642077575746	Outgroup F3
ind1	Pop1	Pop4	-1.5342682764729e-11	1.0643118139919494e-10	-0.1441559002073151	Outgroup F3
ind1	Pop1	Pop5	-1.5864822862731594e-10	1.1357278111887035e-10	-1.3968860061749093	Outgroup F3
ind1	Pop1	Pop6	1.7424689618888582e-10	1.008221455462359e-10	1.72826014805426	Outgroup F3
ind1	Pop1	Pop7	6.095410448779701e-11	1.0172704484402574e-10	0.5991927179370604	Outgroup F3
ind1	Pop1	Pop8	-7.705224198559506e-11	1.3196024698420713e-10	-0.5839049543065541	Outgroup F3
ind1	Pop2	Pop0	9.58919638025499e-10	1.8259721745336811e-10	5.251556685251182	Outgroup F3
ind1	Pop2	Pop1	8.235511637816558e-11	2.334988895869443e-10	0.3527002484844807	Outgroup F3
ind1	Pop2	Pop3	4.926284649527037e-10	1.1041422631508387e-10	4.461639422685562	Outgroup F3
ind1	Pop2	Pop4	3.562839617025304e-11	1.0685669889283727e-10	0.33342220505972653	Outgroup F3
ind1	Pop2	Pop5	-4.546915941079436e-10	1.0939289511396594e-10	-4.1565002337148504	Outgroup F3
ind1	Pop2	Pop6	2.3126003908767278e-10	9.376431430303025e-11	2.4663971661999238	Outgroup F3
ind1	Pop2	Pop7	7.929207116826436e-11	1.0919662452196222e-10	0.7261403135434531	Outgroup F3
ind1	Pop2	Pop8	-2.2285418937728165e-10	1.2406072350588484e-10	-1.7963315308789936	Outgroup F3
ind1	Pop3	Pop0	5.318709429849282e-10	1.8540107827148173e-10	2.8687586282864688	Outgroup F3
ind1	Pop3	Pop1	2.72443819749344e-10	2.2222787696934753e-10	1.225965992497525	Outgroup F3
ind1	Pop3	Pop2	1.1899809309118933e-10	1.1023314303177987e-10	1.0795128381387307	Outgroup F3
ind1	Pop3	Pop4	-6.450587061677174e-11	1.1702179375090721e-10	-0.5512295492075523	Outgroup F3
ind1	Pop3	Pop5	5.3242012963363195e-12	1.0535946410924719e-10	0.05053367859593189	Outgroup F3
ind1	Pop3	Pop6	-3.3488739524714083e-10	1.0852746323872385e-10	-3.085738717678321	Outgroup F3
ind1	Pop3	Pop7	-8.91772673864624e-11	1.1281459858903017e-10	-0.7904763080470136	Outgroup F3
ind1	Pop3	Pop8	-7.709774745756255e-11	1.2547529586882613e-10	-0.6144456318968299	Outgroup F3
ind1	Pop4	Pop0	8.80804872928667e-10	1.8598285466031842e-10	4.735946625496101	Outgroup F3
ind1	Pop4	Pop1	1.9054297724100698e-10	2.1997388216205535e-10	0.8662072759193905	Outgroup F3
ind1	Pop4	Pop2	-1.0123262620592271e-10	1.0752590389129296e-10	-0.9414719852833541	Outgroup F3
ind1	Pop4	Pop3	1.7226347886856517e-10	9.813311175492798e-11	1.7554062618412236	Outgroup F3
ind1	Pop4	Pop5	-2.421665830324328e-10	1.1466276727896938e-10	-2.1119896962128286	Outgroup F3
ind1	Pop4	Pop6	-3.1764040075490785e-11	9.494951734427883e-11	-0.33453608784884176	Outgroup F3
ind1	Pop4	Pop7	-1.5673103215463548e-10	1.1077856204177283e-10	-1.4148137443374171	Outgroup F3
ind1	Pop4	Pop8	-2.74995278747295e-10	1.2444515290514385e-10	-2.209770909734872	Outgroup F3
ind1	Pop5	Pop0	1.0320679131901252e-9	1.7467604160724003e-10	5.908468635388104	Outgroup F3
ind1	Pop5	Pop1	3.044388850705545e-10	2.1481811351061449e-10	1.4171937370426249	Outgroup F3
ind1	Pop5	Pop2	-3.343511627919852e-10	1.0877126696321937e-10	-3.07389232585702	Outgroup F3
ind1	Pop5	Pop3	4.992950044738045e-10	1.0209837940108004e-10	4.890332318717713	Outgroup F3
ind1	Pop5	Pop4	1.5034870659699472e-11	1.1572280219067887e-10	0.12992141890002112	Outgroup F3
ind1	Pop5	Pop6	1.4696244617396296e-10	8.831268806712008e-11	1.664114742632083	Outgroup F3
ind1	Pop5	Pop7	-6.073065694953088e-11	1.1376467705408245e-10	-0.5338270060808085	Outgroup F3
ind1	Pop5	Pop8	-5.151526868324599e-10	1.2935455420254885e-10	-3.9824858893318282	Outgroup F3
ind1	Pop6	Pop0	9.432502699355508e-10	1.9627569514989205e-10	4.805741583109454	Outgroup F3
ind1	Pop6	Pop1	5.089995818586417e-10	2.2092692359963017e-10	2.3039273510233853	Outgroup F3
ind1	Pop6	Pop2	2.2326604237551665e-10	1.1544295939018968e-10	1.9339944467370416	Outgroup F3
ind1	Pop6	Pop3	3.074897990221518e-11	1.3110279155084967e-10	0.23454100052697086	Outgroup F3
ind1	Pop6	Pop4	9.71029855885276e-11	1.2323778592558128e-10	0.7879319224962746	Outgroup F3
ind1	Pop6	Pop5	1.86280181458505e-11	1.1440745501912727e-10	0.16282171596891273	Outgroup F3
ind1	Pop6	Pop7	-3.337236600623745e-10	1.084340520180599e-10	-3.0776647543042306	Outgroup F3
ind1	Pop6	Pop8	-1.9126705175483905e-10	1.3534965575793974e-10	-1.4131329014748464	Outgroup F3
ind1	Pop7	Pop0	1.1277738638848289e-9	1.915433230386305e-10	5.887826555339542	Outgroup F3
ind1	Pop7	Pop1	5.057350116845081e-10	2.313645865370183e-10	2.1858790891647133	Outgroup F3
ind1	Pop7	Pop2	1.813262959830603e-10	1.1173651652562858e-10	1.6228024787355007	Outgroup F3
ind1	Pop7	Pop3	3.864873292898492e-10	1.2002672052425383e-10	3.220010740956232	Outgroup F3
ind1	Pop7	Pop4	8.21642150363394e-11	1.2831363271162182e-10	0.6403389359336368	Outgroup F3
ind1	Pop7	Pop5	-7.903686345069357e-11	1.196440768972156e-10	-0.660599885095799	Outgroup F3
ind1	Pop7	Pop6	-2.2369543853541956e-10	1.0157023609899796e-10	-2.2023719460235305	Outgroup F3
ind1	Pop7	Pop8	-4.6148150989829426e-10	1.1662174778228594e-10	-3.95707934989798	Outgroup F3
ind1	Pop8	Pop0	1.1329711585822015e-9	1.951905076282197e-10	5.804437789260619	Outgroup F3
ind1	Pop8	Pop1	4.745547374637524e-10	2.2451084418869745e-10	2.1137274646069986	Outgroup F3
ind1	Pop8	Pop2	-1.3993892309848383e-11	1.1787760479633685e-10	-0.11871544500778027	Outgroup F3
ind1	Pop8	Pop3	5.053929214713833e-10	1.2179990223401308e-10	4.149370501959651	Outgroup F3
ind1	Pop8	Pop4	7.072604069631233e-11	1.177792976913543e-10	0.6004963697580618	Outgroup F3
ind1	Pop8	Pop5	-4.2663282108098563e-10	1.1131077765744274e-10	-3.8328078381946247	Outgroup F3
ind1	Pop8	Pop6	2.5587242024751735e-11	1.0019230426500564e-10	0.25538131109425577	Outgroup F3
ind1	Pop8	Pop7	-3.5465543764565874e-10	1.0155424418867855e-10	-3.49227588151551	Outgroup F3
ind2	Pop0	Pop1	-4.578823491870314e-11	1.5441012201144e-10	-0.2965364855764492	Outgroup F3
ind2	Pop0	Pop2	-7.769196459809934e-11	1.667443293044295e-10	-0.46593467329407695	Outgroup F3
ind2	Pop0	Pop3	-8.658819336335526e-11	1.386845409351072e-10	-0.6243536069667008	Outgroup F3
ind2	Pop0	Pop4	-1.3603899163228597e-10	1.4110545560070997e-10	-0.9640944855969232	Outgroup F3
ind2	Pop0	Pop5	-7.630962094672587e-11	1.2264059691526225e-10	-0.6222215389203587	Outgroup F3
ind2	Pop0	Pop6	-8.60546952303163e-11	1.3719303020049953e-10	-0.6272526753330867	Outgroup F3
ind2	Pop0	Pop7	3.296963412762272e-11	1.3822427641902393e-10	0.23852274710178972	Outgroup F3
ind2	Pop0	Pop8	-7.160593902108058e-11	1.401964177756444e-10	-0.510754412681722	Outgroup F3
ind2	Pop1	Pop0	6.547107894127056e-10	2.2642851752054187e-10	2.891467897162333	Outgroup F3
ind2	Pop1	Pop2	-3.949391028687451e-10	1.5521053615001913e-10	-2.5445379718746395	Outgroup F3
ind2	Pop1	Pop3	2.1419168965427856e-10	1.444177266278419e-10	1.4831398794016546	Outgroup F3
ind2	Pop1	Pop4	-2.6114880123983383e-10	1.3686380740235434e-10	-1.9080924767210703	Outgroup F3
ind2	Pop1	Pop5	-2.4475950005473634e-10	1.1050647837082233e-10	-2.2148882460393526	Outgroup F3
ind2	Pop1	Pop6	3.9848273132692076e-11	1.346415063259966e-10	0.29595831345061363	Outgroup F3
ind2	Pop1	Pop7	-4.081799456857561e-11	1.3452554819271914e-10	-0.30342187872076465	Outgroup F3
ind2	Pop1	Pop8	-1.7131357932053908e-10	1.4038405479415146e-10	-1.2203207805312386	Outgroup F3
ind2	Pop2	Pop0	1.0193188804159214e-9	2.322894980063311e-10	4.388140183540022	Outgroup F3
ind2	Pop2	Pop1	-1.6176551540680244e-12	1.4770006228626344e-10	-0.010952298387882746	Outgroup F3
ind2	Pop2	Pop3	4.034926453780384e-10	1.529759834427586e-10	2.6376208624213193	Outgroup F3
ind2	Pop2	Pop4	-2.101777223048519e-10	1.3887174137731554e-10	-1.5134664563166778	Outgroup F3
ind2	Pop2	Pop5	-5.408028655353623e-10	1.2012170445359477e-10	-4.50212447446818	Outgroup F3
ind2	Pop2	Pop6	9.686141603147852e-11	1.3781092894863294e-10	0.7028572898422464	Outgroup F3
ind2	Pop2	Pop7	-2.2480027888108364e-11	1.428749290556122e-10	-0.15734060577806697	Outgroup F3
ind2	Pop2	Pop8	-3.1711552671222546e-10	1.459782988267396e-10	-2.1723470492597476	Outgroup F3
ind2	Pop3	Pop0	5.922701853753489e-10	2.2452162588827994e-10	2.6379204365376254	Outgroup F3
ind2	Pop3	Pop1	1.8847104821711e-10	1.3358303083807528e-10	1.4108906425814525	Outgroup F3
ind2	Pop3	Pop2	-1.5549443773805164e-11	1.53626185435343e-10	-0.10121610277402543	Outgroup F3
ind2	Pop3	Pop4	-3.103119890918768e-10	1.333783355705718e-10	-2.326554666951048	Outgroup F3
ind2	Pop3	Pop5	-8.078707013108338e-11	1.0911663499437046e-10	-0.7403735473995449	Outgroup F3
ind2	Pop3	Pop6	-4.692860183033357e-10	1.4351302490190557e-10	-3.2699890384451407	Outgroup F3
ind2	Pop3	Pop7	-1.9094936644283502e-10	1.4168049190567786e-10	-1.347746354310778	Outgroup F3
ind2	Pop3	Pop8	-1.7135908479250596e-10	1.4443329279253847e-10	-1.186423721839834	Outgroup F3
ind2	Pop4	Pop0	9.41204115319086e-10	2.2894614955049667e-10	4.111028367006857	Outgroup F3
ind2	Pop4	Pop1	1.0657020570877339e-10	1.4826349532396003e-10	0.7187892439464914	Outgroup F3
ind2	Pop4	Pop2	-2.357801630709176e-10	1.4189754947313686e-10	-1.661622515303226	Outgroup F3
ind2	Pop4	Pop3	8.312765929390087e-11	1.4174781271199556e-10	0.5864475627768618	Outgroup F3
ind2	Pop4	Pop5	-3.282778544598524e-10	1.139906580558795e-10	-2.8798662983323324	Outgroup F3
ind2	Pop4	Pop6	-1.6616266313168433e-10	1.336487693833381e-10	-1.2432786616619587	Outgroup F3
ind2	Pop4	Pop7	-2.585031312110081e-10	1.2768803900599888e-10	-2.024489789516334	Outgroup F3
ind2	Pop4	Pop8	-3.692566160822388e-10	1.3464072462875145e-10	-2.7425328933753153	Outgroup F3
