A	B	C	theta_J	jack_se	Zscore	AlleleCount
ind0	Pop0	Pop1	3.020571328844631e-12	2.8273050242028854e-12	1.0683570760803336	5
ind0	Pop0	Pop2	3.1254603854866474e-13	2.1602813743723555e-12	0.14467839340579944	5
ind0	Pop0	Pop3	6.0437234381909515e-12	4.600633462490934e-12	1.3136720165745785	5
ind0	Pop0	Pop4	-3.883622963872403e-12	2.367205869639364e-12	-1.6405936693896677	5
ind0	Pop0	Pop5	1.1033684033194021e-12	2.127054504758357e-12	0.5187306676209267	5
ind0	Pop0	Pop6	5.800312866898188e-12	2.873712925884411e-12	2.0184037224640625	5
ind0	Pop0	Pop7	-5.178572703347514e-13	2.3211214366292726e-12	-0.22310649592155016	5
ind0	Pop0	Pop8	8.0095785672214e-13	2.2831178114952797e-12	0.3508175761624713	5
ind0	Pop1	Pop0	2.951738014890867e-11	7.499178802464312e-12	3.936081659929076	5
ind0	Pop1	Pop2	-1.1932031076058528e-11	2.4015627218547666e-12	-4.968444491361534	5
ind0	Pop1	Pop3	1.9617633186505605e-11	4.1515401799587285e-12	4.725386804928052	5
ind0	Pop1	Pop4	-8.150874430709474e-12	2.5020769769372373e-12	-3.2576433522388517	5
ind0	Pop1	Pop5	-4.883601429371883e-12	2.4028754050719372e-12	-2.032398941311598	5
ind0	Pop1	Pop6	1.0756594861612066e-11	3.0418490044630355e-12	3.536202765433086	5
ind0	Pop1	Pop7	-2.263345004151328e-12	2.2440273115004295e-12	-1.0086084926649053	5
ind0	Pop1	Pop8	-2.7807661980327564e-12	2.2408089483773073e-12	-1.2409653219416414	5
ind0	Pop2	Pop0	4.5008427470795466e-11	7.422592093623319e-12	6.063707516604852	5
ind0	Pop2	Pop1	5.996239007094701e-12	2.690370979578453e-12	2.2287777606173242	5
ind0	Pop2	Pop3	2.7200167458768708e-11	4.502271181717541e-12	6.041432503937335	5
ind0	Pop2	Pop4	-5.582905619717742e-12	2.7460496516503435e-12	-2.03306798053068	5
ind0	Pop2	Pop5	-1.7101050214680042e-11	2.390255932152395e-12	-7.154485000809418	5
ind0	Pop2	Pop6	1.3803657127790956e-11	3.084507438740939e-12	4.475157671665546	5
ind0	Pop2	Pop7	-2.0537224416480644e-12	2.4535436701689596e-12	-0.8370433616560157	5
ind0	Pop2	Pop8	-8.44879205620344e-12	2.153582944226653e-12	-3.923132879025184	5
ind0	Pop3	Pop0	2.8287763444416324e-11	7.336628530072931e-12	3.85568975292458	5
ind0	Pop3	Pop1	1.5667179583601632e-11	2.809456625671617e-12	5.576587102445941	5
ind0	Pop3	Pop2	5.321443772711377e-12	2.3355751339041502e-12	2.278429709009637	5
ind0	Pop3	Pop4	-8.580335045515669e-12	2.409912523813391e-12	-3.5604342318360755	5
ind0	Pop3	Pop5	3.217793537406714e-13	2.3627729916950188e-12	0.13618716434956013	5
ind0	Pop3	Pop6	-9.269091866055655e-12	2.8693804035671302e-12	-3.2303461243871987	5
ind0	Pop3	Pop7	-7.64675734689515e-12	2.3495555241294285e-12	-3.254554858723108	5
ind0	Pop3	Pop8	-2.218955106870634e-12	2.2524250581812827e-12	-0.985140481726982	5
ind0	Pop4	Pop0	4.316547364888409e-11	7.353569005828684e-12	5.870003207241231	5
ind0	Pop4	Pop1	1.1710993932711206e-11	2.877963884070883e-12	4.069194195774963	5
ind0	Pop4	Pop2	-3.649307339450304e-12	2.688208698951635e-12	-1.35752381906713	5
ind0	Pop4	Pop3	1.5231986920809036e-11	4.615723721174236e-12	3.3000213706322166	5
ind0	Pop4	Pop5	-1.0489691372278467e-11	2.519839806244897e-12	-4.162840568786141	5
ind0	Pop4	Pop6	3.16159888217769e-12	3.1126765800270533e-12	1.015717117051143	5
ind0	Pop4	Pop7	-1.2150332156808747e-11	2.519842119996984e-12	-4.821862473202603	5
ind0	Pop4	Pop8	-9.841020285035126e-12	2.4686868200686725e-12	-3.986338082674	5
ind0	Pop5	Pop0	4.948738954366447e-11	7.304228868357102e-12	6.775169622360886	5
ind0	Pop5	Pop1	1.681189059835672e-11	2.513706395681957e-12	6.6880884049291405	5
ind0	Pop5	Pop2	-1.333382827010472e-11	2.1321358925939582e-12	-6.253742229292325	5
ind0	Pop5	Pop3	2.596772498437328e-11	4.483055610698374e-12	5.792416431864874	5
ind0	Pop5	Pop4	-8.656067707970558e-12	2.3010414051409914e-12	-3.761804411094539	5
ind0	Pop5	Pop6	9.969608148786578e-12	3.1732400184306713e-12	3.1417756270819557	5
ind0	Pop5	Pop7	-7.6340179846426e-12	2.311407532687375e-12	-3.3027572492882085	5
ind0	Pop5	Pop8	-2.2899470848604084e-11	2.553897736748715e-12	-8.966479165981275	5
ind0	Pop6	Pop0	4.486668042489411e-11	7.051823691330561e-12	6.362422316379342	5
ind0	Pop6	Pop1	2.3604127753349275e-11	2.7437240455355926e-12	8.602952542460077	5
