A	B	C	theta_J	jack_se	Zscore	AlleleCount
ind0	Pop0	Pop1	1.6416510204052308e-12	1.152450498805683e-12	1.4244872314312156	3
ind0	Pop0	Pop2	7.665573548371915e-14	1.243208189461342e-12	0.06165961271292187	3
ind0	Pop0	Pop3	3.1309107045040425e-12	2.246746034631747e-12	1.3935312030125446	3
ind0	Pop0	Pop4	-1.6448991149872989e-12	1.061514438368738e-12	-1.5495777123060765	3
ind0	Pop0	Pop5	4.2787115378741863e-13	1.1548736400086637e-12	0.37049174815714797	3
ind0	Pop0	Pop6	2.233290312305938e-12	1.4566469399305916e-12	1.5331720069465515	3
ind0	Pop0	Pop7	4.947280607118661e-14	1.2979906008086397e-12	0.038114918582896805	3
ind0	Pop0	Pop8	-1.5942973283050537e-13	9.149422962462235e-13	-0.17425113418037966	3
ind0	Pop1	Pop0	1.4124559665325665e-11	3.657294981710477e-12	3.8620236365839333	3
ind0	Pop1	Pop2	-5.970550946827985e-12	1.358076609862129e-12	-4.396328530710879	3
ind0	Pop1	Pop3	9.234314238155586e-12	1.941617479306688e-12	4.755990475246942	3
ind0	Pop1	Pop4	-3.0454532115110752e-12	1.1378264521304802e-12	-2.6765533582109393	3
ind0	Pop1	Pop5	-2.2070228485660663e-12	1.1704089166474834e-12	-1.8856852653582454	3
ind0	Pop1	Pop6	4.5817829645871835e-12	1.4693417114685507e-12	3.1182555622189936	3
ind0	Pop1	Pop7	-4.984283799439646e-13	1.32256792234909e-12	-0.3768641077115169	3
ind0	Pop1	Pop8	-1.2528244610349893e-12	9.561307958115095e-13	-1.310306567389311	3
ind0	Pop2	Pop0	2.0791485552953836e-11	3.5560448874319004e-12	5.846800648224945	3
ind0	Pop2	Pop1	2.104870697229541e-12	1.0830935663475212e-12	1.9433876837877668	3
ind0	Pop2	Pop3	1.2480292833435267e-11	2.1950991854101917e-12	5.685525700335546	3
ind0	Pop2	Pop4	-2.320620008498603e-12	1.2188130988206015e-12	-1.9039998919803025	3
ind0	Pop2	Pop5	-8.136758050834113e-12	1.2461435613620487e-12	-6.529551091160433	3
ind0	Pop2	Pop6	6.221383748136147e-12	1.4974614258905823e-12	4.1546203732333975	3
ind0	Pop2	Pop7	-5.589245523678728e-13	1.3788687322758948e-12	-0.4053500810373288	3
ind0	Pop2	Pop8	-4.0824768216223546e-12	9.03466744819258e-13	-4.518679680278735	3
ind0	Pop3	Pop0	1.3546185669583095e-11	3.5483071622323875e-12	3.8176474161443865	3
ind0	Pop3	Pop1	7.315606526724177e-12	1.0847224138236067e-12	6.744219934514796	3
ind0	Pop3	Pop2	2.4861634779463062e-12	1.19971719500987e-12	2.0722912768836763	3
ind0	Pop3	Pop4	-3.4213322877077565e-12	1.0199616504494028e-12	-3.3543734572768416	3
ind0	Pop3	Pop5	1.530207861715186e-13	1.2159805177254612e-12	0.12584147849486102	3
ind0	Pop3	Pop6	-4.760601247674338e-12	1.3857238057260472e-12	-3.435461834459884	3
ind0	Pop3	Pop7	-2.9266712823659674e-12	1.2864082800721792e-12	-2.2750718630338373	3
ind0	Pop3	Pop8	-9.296015932029274e-13	9.894983421954292e-13	-0.9394675600369303	3
ind0	Pop4	Pop0	1.9599493426593224e-11	3.678318607313035e-12	5.32838384027598	3
ind0	Pop4	Pop1	5.387375671609779e-12	1.0993744822367331e-12	4.900400872184053	3
ind0	Pop4	Pop2	-1.963212769435281e-12	1.2707285967798654e-12	-1.5449504909311316	3
ind0	Pop4	Pop3	6.930204306844545e-12	2.3200082484359712e-12	2.987146408430456	3
ind0	Pop4	Pop5	-4.8179455684476664e-12	1.2369133744181063e-12	-3.895135801821386	3
ind0	Pop4	Pop6	1.1951826057372448e-12	1.4001310872878591e-12	0.8536219333950993	3
ind0	Pop4	Pop7	-4.502823856502516e-12	1.3251588420998889e-12	-3.397950278449033	3
ind0	Pop4	Pop8	-4.496735008861967e-12	9.249003902631288e-13	-4.861858699813794	3
ind0	Pop5	Pop0	2.268628576405644e-11	3.5830909820675414e-12	6.331484709039074	3
ind0	Pop5	Pop1	7.447105130120771e-12	1.0195871057284802e-12	7.304040123967557	3
ind0	Pop5	Pop2	-6.558051716204841e-12	1.0216256202629502e-12	-6.4192318459250295	3
ind0	Pop5	Pop3	1.172585647628975e-11	2.2002652820943714e-12	5.329292141140469	3
ind0	Pop5	Pop4	-3.596646472881703e-12	9.749583273609194e-13	-3.6890258505892652	3
ind0	Pop5	Pop6	4.199440879305511e-12	1.4729735405476359e-12	2.8509954617000135	3
ind0	Pop5	Pop7	-3.2216449601607094e-12	1.2565122672371993e-12	-2.5639582232208644	3
