A	B	C	theta_J	jack_se	Zscore	AlleleCount
ind0	Pop0	Pop1	-1.5641006918296308e-10	1.4290742683601604e-10	-1.0944852387723776	Outgroup F3
ind0	Pop0	Pop2	-1.798642576390977e-10	1.5193606817121398e-10	-1.1838154021230294	Outgroup F3
ind0	Pop0	Pop3	-1.580631630669576e-10	1.4288191017310606e-10	-1.106250349505119	Outgroup F3
ind0	Pop0	Pop4	-1.7349492946248132e-10	1.1920559063760366e-10	-1.4554261132762003	Outgroup F3
ind0	Pop0	Pop5	-1.4234588370122408e-10	1.439215992268424e-10	-0.9890515702015321	Outgroup F3
ind0	Pop0	Pop6	-1.0883026139562352e-10	1.2258882881036538e-10	-0.88776654815729406	Outgroup F3
ind0	Pop0	Pop7	-1.4246395281729978e-10	1.1582153398610826e-10	-1.2300299254747138	Outgroup F3
ind0	Pop0	Pop8	-2.3032705157260462e-10	1.044145268752858e-10	-2.205890870412223	Outgroup F3
ind0	Pop1	Pop0	1.5142370349843324e-9	1.981960181883517e-10	7.6400981655711515	Outgroup F3
ind0	Pop1	Pop2	-7.146464957944747e-10	1.4148665134087307e-10	-5.050981764157603	Outgroup F3
ind0	Pop1	Pop3	4.2685884318038715e-10	1.3231487146434534e-10	3.2260836477131147	Outgroup F3
ind0	Pop1	Pop4	-3.268124771815561e-10	1.2262516191741491e-10	-2.665133909479821	Outgroup F3
ind0	Pop1	Pop5	-4.308722713925157e-10	1.2806925849888013e-10	-3.364369220551733	Outgroup F3
ind0	Pop1	Pop6	2.2925216022849532e-10	1.1191457807373475e-10	2.0484566369669275	Outgroup F3
ind0	Pop1	Pop7	-1.1170999428728495e-10	1.1588680393336819e-10	-0.9639578493468092	Outgroup F3
ind0	Pop1	Pop8	-3.6029773186579325e-10	1.0017142259922576e-10	-3.596811570774059	Outgroup F3
ind0	Pop2	Pop0	2.160929504581645e-9	2.1022126983063156e-10	10.279309540479113	Outgroup F3
ind0	Pop2	Pop1	-4.684525658664797e-11	1.514658234679103e-10	-0.30927938404911953	Outgroup F3
ind0	Pop2	Pop3	7.687723638637567e-10	1.497183553903628e-10	5.134790332550244	Outgroup F3
ind0	Pop2	Pop4	-1.029815902793226e-10	1.2491989662075581e-10	-0.8243810078707021	Outgroup F3
ind0	Pop2	Pop5	-9.839220406974208e-10	1.3555314010849266e-10	-7.258570623372643	Outgroup F3
ind0	Pop2	Pop6	3.768558613976565e-10	1.2584080607863175e-10	2.9947031741212604	Outgroup F3
ind0	Pop2	Pop7	-1.1903375234226914e-10	1.1407948239035288e-10	-1.0434282295826336	Outgroup F3
ind0	Pop2	Pop8	-6.333718361730954e-10	1.146280538288408e-10	-5.525452234571018	Outgroup F3
ind0	Pop3	Pop0	1.547595549787131e-9	2.13867796947014e-10	7.236225237643185	Outgroup F3
ind0	Pop3	Pop1	4.617051424787864e-10	1.4509097194553125e-10	3.1821769217461418	Outgroup F3
ind0	Pop3	Pop2	1.358174239543263e-10	1.4949409429103891e-10	0.9085136412807953	Outgroup F3
ind0	Pop3	Pop4	-2.8907026478343e-10	1.1931238887946888e-10	-2.4228017517565004	Outgroup F3
ind0	Pop3	Pop5	-1.5637223203976924e-10	1.3988904221648247e-10	-1.117830457354755	Outgroup F3
ind0	Pop3	Pop6	-6.551417870810672e-10	1.3351539647694438e-10	-4.906863211046959	Outgroup F3
ind0	Pop3	Pop7	-3.9512021099993695e-10	1.19470611242148e-10	-3.307258637851035	Outgroup F3
ind0	Pop3	Pop8	-3.791522233478165e-10	1.0997120398069645e-10	-3.4477409505707524	Outgroup F3
ind0	Pop4	Pop0	2.0810315253596295e-9	2.146688773306484e-10	9.69414640462425	Outgroup F3
ind0	Pop4	Pop1	2.5535838744530386e-10	1.521946654902955e-10	1.6778405906847402	Outgroup F3
ind0	Pop4	Pop2	-1.8861196486028775e-10	1.4516324882961002e-10	-1.2993093388373873	Outgroup F3
ind0	Pop4	Pop3	2.58254300545034e-10	1.4094328198132436e-10	1.8323278478732594	Outgroup F3
ind0	Pop4	Pop5	-5.592651992626069e-10	1.3863901351768366e-10	-4.0339669554217625	Outgroup F3
ind0	Pop4	Pop6	-7.109484839988311e-11	1.2088172136398158e-10	-0.5881356386861217	Outgroup F3
ind0	Pop4	Pop7	-5.480739285967039e-10	1.0674643069700882e-10	-5.134353673635869	Outgroup F3
ind0	Pop4	Pop8	-6.808024499635051e-10	1.0341266357467965e-10	-6.58335668408601	Outgroup F3
ind0	Pop5	Pop0	2.4549073480869303e-9	1.9184801511763417e-10	12.796105013552896	Outgroup F3
ind0	Pop5	Pop1	4.971402747765097e-10	1.3427729570093354e-10	3.702340534797153	Outgroup F3
ind0	Pop5	Pop2	-7.237107337362213e-10	1.4366359566595795e-10	-5.037537382949614	Outgroup F3
ind0	Pop5	Pop3	7.367940148308594e-10	1.4343430736231925e-10	5.136804634679876	Outgroup F3
ind0	Pop5	Pop4	-2.134235177204406e-10	1.057063367981196e-10	-2.0190229288528063	Outgroup F3
ind0	Pop5	Pop6	2.381445877776636e-10	1.232203558816894e-10	1.9326724555666699	Outgroup F3
ind0	Pop5	Pop7	-3.892992423560625e-10	1.1552946676723529e-10	-3.3696965220172697	Outgroup F3
ind0	Pop5	Pop8	-1.2046989402180721e-9	9.12004051456286e-11	-13.209359523068034	Outgroup F3
ind0	Pop6	Pop0	2.123927109745367e-9	1.9167770111548066e-10	11.08072090485767	Outgroup F3
ind0	Pop6	Pop1	7.961204079809178e-10	1.4737971788377168e-10	5.401831537014907	Outgroup F3
ind0	Pop6	Pop2	2.7592286994225057e-10	1.452486248406686e-10	1.8996590862386886	Outgroup F3
ind0	Pop6	Pop3	-1.231198386270452e-10	1.6449496808682182e-10	-0.7484717621396267	Outgroup F3
ind0	Pop6	Pop4	-8.63974652743264e-11	1.1712895810492408e-10	-0.7376268573731491	Outgroup F3
ind0	Pop6	Pop5	-1.2299971063893813e-10	1.3312653461858966e-10	-0.9239308376150172	Outgroup F3
ind0	Pop6	Pop7	-1.0456536056427949e-9	1.18905729616812e-10	-8.793971569011344	Outgroup F3
ind0	Pop6	Pop8	-6.32733917642794e-10	1.1455148513393612e-10	-5.523576729738489	Outgroup F3
ind0	Pop7	Pop0	2.36410807705134e-9	2.113476661635216e-10	11.185872642767714	Outgroup F3
ind0	Pop7	Pop1	7.256095430506288e-10	1.3244779780859713e-10	5.478456833983915	Outgroup F3
ind0	Pop7	Pop2	5.048454578781808e-11	1.3484695585496376e-10	0.3743840227444017	Outgroup F3
ind0	Pop7	Pop3	4.0735302703957963e-10	1.3804790824442038e-10	2.950809122861476	Outgroup F3
ind0	Pop7	Pop4	-2.9292525588565215e-10	1.1134203577879098e-10	-2.6308595297073785	Outgroup F3
ind0	Pop7	Pop5	-4.799922511871746e-10	1.2729165164561412e-10	-3.7708070009453203	Outgroup F3
ind0	Pop7	Pop6	-7.752023160573064e-10	1.2252154510702692e-10	-6.327069376901342	Outgroup F3
ind0	Pop7	Pop8	-1.3410399788431235e-9	1.1266617931688352e-10	-11.902773192222405	Outgroup F3
ind0	Pop8	Pop0	2.6186244673181465e-9	2.0991075956319598e-10	12.474941602647007	Outgroup F3
ind0	Pop8	Pop1	8.106149846186951e-10	1.4210984955924386e-10	5.704143570152466	Outgroup F3
ind0	Pop8	Pop2	-1.3026035889642844e-10	1.5216104670845255e-10	-0.8560690249851736	Outgroup F3
ind0	Pop8	Pop3	7.569141938382792e-10	1.4795538677902902e-10	5.1158272119468595	Outgroup F3
ind0	Pop8	Pop4	-9.206059810587156e-11	1.2099302831065994e-10	-0.7608752288561462	Outgroup F3
ind0	Pop8	Pop5	-9.617987699025977e-10	1.3045484371961462e-10	-7.372656641019653	Outgroup F3
ind0	Pop8	Pop6	-2.8689448910724482e-11	1.1871215261791857e-10	-0.24167238381282674	Outgroup F3
ind0	Pop8	Pop7	-1.007446799696541e-9	1.2173664620376408e-10	-8.275624728565841	Outgroup F3
