A	B	C	theta_J	jack_se	Zscore	AlleleCount
ind0	Pop0	Pop1	-2.45815772817446e-12	1.5543187466348486e-12	-1.5815016922986052	3
ind0	Pop0	Pop2	4.431138199831212e-13	9.901111521896654e-13	0.4475394696879835	3
ind0	Pop0	Pop3	3.5955180058744914e-13	2.0925022971339673e-12	0.17182862885260178	3
ind0	Pop0	Pop4	-2.1550638858935326e-12	1.1201343220945057e-12	-1.923933445645914	3
ind0	Pop0	Pop5	-1.5377497519964685e-12	1.0139907564448039e-12	-1.5165323176988696	3
ind0	Pop0	Pop6	-1.1821540536301666e-13	1.4958073890918234e-12	-0.07903116820060029	3
ind0	Pop0	Pop7	-1.970636248213682e-12	8.408729478893008e-13	-2.3435600504930414	3
ind0	Pop0	Pop8	-8.590159106229424e-13	9.22114615751533e-13	-0.9315717330028822	3
ind0	Pop1	Pop0	2.9417370756593834e-11	3.916121496576662e-12	7.511863659569674	3
ind0	Pop1	Pop2	-1.0288590438069603e-11	9.208944027537827e-13	-11.172388937649389	3
ind0	Pop1	Pop3	9.792236580631364e-12	1.9635453680770038e-12	4.987018247620823	3
ind0	Pop1	Pop4	-5.902353960830674e-12	1.3397762150305402e-12	-4.4054774928931915	3
ind0	Pop1	Pop5	-6.342402778990781e-12	1.054952001322759e-12	-6.01202971418445	3
ind0	Pop1	Pop6	4.1920789475665124e-12	1.4496737443793998e-12	2.89173958197134	3
ind0	Pop1	Pop7	-2.0359960155767503e-12	8.313745399518534e-13	-2.448951606931166	3
ind0	Pop1	Pop8	-3.579897968702169e-12	9.91614585384518e-13	-3.6101707472505495	3
ind0	Pop2	Pop0	4.0303903355658496e-11	3.960594935832903e-12	10.176224534100882	3
ind0	Pop2	Pop1	-2.0132022323468736e-12	1.353243803461524e-12	-1.4876862744150106	3
ind0	Pop2	Pop3	1.5068283278322808e-11	2.0098292487549616e-12	7.497295249164688	3
ind0	Pop2	Pop4	-1.770239668273924e-12	1.1665157985760423e-12	-1.5175445291309755	3
ind0	Pop2	Pop5	-1.6590987760001474e-11	1.0643812556258218e-12	-15.58744826847454	3
ind0	Pop2	Pop6	6.494073484123881e-12	1.2486817165430458e-12	5.200743630732909	3
ind0	Pop2	Pop7	-1.791531667429844e-12	6.694283303124775e-13	-2.676211307928346	3
ind0	Pop2	Pop8	-7.673034843841004e-12	8.30151754647863e-13	-9.242930344820847	3
ind0	Pop3	Pop0	2.945779331984203e-11	4.121650263652189e-12	7.147087073258738	3
ind0	Pop3	Pop1	7.296720567993736e-12	1.4793735611215928e-12	4.932304294029494	3
ind0	Pop3	Pop2	4.297379059962536e-12	1.0427444084138233e-12	4.121219951205031	3
ind0	Pop3	Pop4	-5.732753259380351e-12	1.2737713305099594e-12	-4.500614138555953	3
ind0	Pop3	Pop5	-2.1387495381132875e-12	1.124447524910062e-12	-1.9020447737517618	3
ind0	Pop3	Pop6	-1.1209853299808167e-11	1.5039035205003373e-12	-7.453838060089608	3
ind0	Pop3	Pop7	-6.9817368991126056e-12	8.450185879444165e-13	-8.262228782560046	3
ind0	Pop3	Pop8	-4.095874707751992e-12	9.432050694829486e-13	-4.342507096571577	3
ind0	Pop4	Pop0	3.838385029723113e-11	4.006696585689284e-12	9.579924378183941	3
ind0	Pop4	Pop1	2.7913411217537058e-12	1.5889120267781969e-12	1.7567625360691925	3
