A	B	C	theta_J	jack_se	Zscore	AlleleCount
ind0	Pop0	Pop1	-9.092587728294895e-11	1.3428110767011982e-10	-0.6771308254793443	Outgroup F3
ind0	Pop0	Pop2	-7.891395943695527e-11	1.2303503353292927e-10	-0.6413942205805522	Outgroup F3
ind0	Pop0	Pop3	-1.1657273781420087e-11	1.264573290468225e-10	-0.09218345721269999	Outgroup F3
ind0	Pop0	Pop4	-1.1237663981344213e-10	1.5367074536439747e-10	-0.7312819336365217	Outgroup F3
ind0	Pop0	Pop5	-1.8606146131462116e-10	1.2278473258922614e-10	-1.5153468789730238	Outgroup F3
ind0	Pop0	Pop6	-1.3704336646284386e-10	1.4315800618932427e-10	-0.9572874763399967	Outgroup F3
ind0	Pop0	Pop7	-3.173316437564923e-11	1.28934995205214e-10	-0.24611754415581638	Outgroup F3
ind0	Pop0	Pop8	-1.795833496498335e-10	1.465658145056324e-10	-1.225274462913262	Outgroup F3
ind0	Pop1	Pop0	2.8578057593100336e-10	1.3786064428287714e-10	2.0729670706065204	Outgroup F3
ind0	Pop1	Pop2	-2.76239150129144e-10	1.2386557272876079e-10	-2.2301527700037274	Outgroup F3
ind0	Pop1	Pop3	1.9856800097794777e-10	1.308890669990147e-10	1.5170709481750873	Outgroup F3
ind0	Pop1	Pop4	-1.565425623596243e-10	1.4587659768407155e-10	-1.073116352073499	Outgroup F3
ind0	Pop1	Pop5	-2.301927122400881e-10	1.3871767154707944e-10	-1.6594332190903516	Outgroup F3
ind0	Pop1	Pop6	-4.4001938440895665e-11	1.186574247561953e-10	-0.370831732875597	Outgroup F3
ind0	Pop1	Pop7	-7.529296732909962e-11	1.2783424809782182e-10	-0.5889890107655942	Outgroup F3
ind0	Pop1	Pop8	-2.2410681490842526e-10	1.490860208523867e-10	-1.5032047513718156	Outgroup F3
ind0	Pop2	Pop0	3.888838932302476e-10	1.3698729810687914e-10	2.8388317647292793	Outgroup F3
ind0	Pop2	Pop1	-1.8394655889129048e-10	1.2943800476187825e-10	-1.4211170763153322	Outgroup F3
ind0	Pop2	Pop3	1.851617570431302e-10	1.3870824103911418e-10	1.3349009089583699	Outgroup F3
ind0	Pop2	Pop4	-1.7117540118846333e-10	1.495526245051879e-10	-1.1445830640205539	Outgroup F3
ind0	Pop2	Pop5	-4.4290378078333226e-10	1.3134218188681625e-10	-3.37213661613299	Outgroup F3
