A	B	C	theta_J	jack_se	Zscore	AlleleCount
ind0	Pop0	Pop1	-4.270118419943401e-13	6.509297146851799e-13	-0.6560029944260004	2
ind0	Pop0	Pop2	1.0286098707933034e-12	7.490121103792711e-13	1.3732887046011242	2
ind0	Pop0	Pop3	1.9738360834124746e-13	6.926296031687502e-13	0.28497714714795047	2
ind0	Pop0	Pop4	-1.577550272394581e-13	4.467492317793668e-13	-0.35311762397695085	2
ind0	Pop0	Pop5	-9.789510389495777e-13	4.824208708319282e-13	-2.0292468633485736	2
ind0	Pop0	Pop6	7.435920856044091e-13	5.370415167680554e-13	1.3846081958046483	2
ind0	Pop0	Pop7	3.823280174115607e-13	5.005784494614718e-13	0.7637724273245756	2
ind0	Pop0	Pop8	-9.218917361087973e-13	4.458496744234929e-13	-2.067718760366601	2
ind0	Pop1	Pop0	3.2872426392524475e-12	8.623463727690132e-13	3.8119747969682285	2
ind0	Pop1	Pop2	-7.123422198983432e-13	7.430296952510781e-13	-0.9586995303836878	2
ind0	Pop1	Pop3	1.741112832452119e-12	7.049629144186019e-13	2.469793512312704	2
ind0	Pop1	Pop4	-9.035497301083649e-13	6.058893191776486e-13	-1.49127852482153	2
ind0	Pop1	Pop5	-1.8446639673133e-12	5.302225625847783e-13	-3.4790371015536574	2
ind0	Pop1	Pop6	1.192586216528427e-12	6.348647289407313e-13	1.8784886955655125	2
ind0	Pop1	Pop7	-1.2406895030478081e-14	5.354933788548232e-13	-0.023169091384492534	2
ind0	Pop1	Pop8	-1.1324997773289494e-12	4.621118736663891e-13	-2.4507047792209105	2
ind0	Pop2	Pop0	4.7021728179315385e-12	8.675193079823298e-13	5.420251485661821	2
ind0	Pop2	Pop1	-6.074715827281143e-13	5.304822298381639e-13	-1.1451308800926996	2
ind0	Pop2	Pop3	2.5311527464546632e-12	6.644841169760855e-13	3.8091997713554955	2
ind0	Pop2	Pop4	-6.023221680577892e-14	5.221403254618815e-13	-0.11535637810103623	2
ind0	Pop2	Pop5	-2.8001919788385295e-12	5.162649148472816e-13	-5.423943983617143	2
ind0	Pop2	Pop6	1.5656883912380957e-12	6.363845734385828e-13	2.4602865257688395	2
ind0	Pop2	Pop7	4.808329047840239e-13	5.046191639132107e-13	0.9528629492690496	2
ind0	Pop2	Pop8	-1.928561439833674e-12	5.512558845622896e-13	-3.4984868077462754	2
ind0	Pop3	Pop0	3.2521953870682032e-12	8.703017317574271e-13	3.7368596067262154	2
ind0	Pop3	Pop1	1.1441096749658597e-12	5.210573476147177e-13	2.1957461692140687	2
ind0	Pop3	Pop2	1.829278951798162e-12	6.402934920583962e-13	2.856938223622188	2
ind0	Pop3	Pop4	-5.839854123966113e-13	5.3013265463727e-13	-1.1015835513776993	2
ind0	Pop3	Pop5	-1.3771389334348137e-12	4.823520245724976e-13	-2.8550495556753477	2
ind0	Pop3	Pop6	-1.0129802620327134e-12	6.287141319111302e-13	-1.6111937216259358	2
ind0	Pop3	Pop7	-3.987271512928286e-13	5.844210159119027e-13	-0.6822601180258273	2
ind0	Pop3	Pop8	-9.649259343755253e-13	4.77634991123706e-13	-2.0202161740817948	2
ind0	Pop4	Pop0	4.549122061561234e-12	8.606724009328709e-13	5.285544251948249	2
ind0	Pop4	Pop1	1.159985589210297e-13	6.877167697290037e-13	0.16867199409247965	2
ind0	Pop4	Pop2	8.544454350533872e-13	6.454083559500864e-13	1.3238834408884954	2
ind0	Pop4	Pop3	1.032566034119045e-12	6.287588090044572e-13	1.6422291335432015	2
ind0	Pop4	Pop5	-1.8840200635646084e-12	5.872092663200016e-13	-3.2084304039880487	2
ind0	Pop4	Pop6	4.5263484800898256e-13	6.145231978865129e-13	0.7365626709710851	2
ind0	Pop4	Pop7	-8.376888028813843e-13	6.342683610364541e-13	-1.320716678209397	2
ind0	Pop4	Pop8	-2.2416798764926714e-12	4.5118986780789656e-13	-4.968373707911174	2
ind0	Pop5	Pop0	5.384507742363305e-12	8.626817508148719e-13	6.24159226421239	2
ind0	Pop5	Pop1	7.493464130572784e-13	6.374413801210583e-13	1.1755534491892696	2
ind0	Pop5	Pop2	-3.1105223563817603e-13	7.076833883168282e-13	-0.4395358726421294	2
ind0	Pop5	Pop3	1.8138746044220288e-12	6.197688683948263e-13	2.926695251924936	2
ind0	Pop5	Pop4	-3.095579722234263e-13	4.9951800996634e-13	-0.619713335749968	2
ind0	Pop5	Pop6	1.316180922040451e-12	6.872364200411008e-13	1.9151792362251927	2
ind0	Pop5	Pop7	-6.126897719031337e-13	5.547693110455793e-13	-1.104404587103766	2
ind0	Pop5	Pop8	-3.838735583725716e-12	5.147578342334201e-13	-7.457362138921848	2
ind0	Pop6	Pop0	4.882798121139321e-12	9.052665609870867e-13	5.39376834577343	2
ind0	Pop6	Pop1	1.7345981635764217e-12	5.863255728732809e-13	2.9584214706447916	2
ind0	Pop6	Pop2	2.0028297011158615e-12	6.934465606639964e-13	2.888225012174104	2
ind0	Pop6	Pop3	1.260348425015403e-13	7.007035168983093e-13	0.1798690023127589	2
