A	B	C	theta_J	jack_se	Zscore	AlleleCount
ind0	Pop0	Pop1	7.690265131373289e-13	1.3954582186881024e-12	0.5510924675769266	3
ind0	Pop0	Pop2	2.330361699656486e-12	1.3590082073898442e-12	1.7147517483593828	3
ind0	Pop0	Pop3	3.875009279927187e-14	1.3999246448741682e-12	0.027680127599121532	3
ind0	Pop0	Pop4	-3.1897169133351763e-13	7.686881803941554e-13	-0.4149558943002877	3
ind0	Pop0	Pop5	-1.8627916381391942e-12	9.347034545976532e-13	-1.9929225991157165	3
ind0	Pop0	Pop6	5.570151759423825e-13	1.24177469802218e-12	0.44856379891582665	3
ind0	Pop0	Pop7	2.402846628642896e-13	1.03291970944098e-12	0.23262666078308503	3
ind0	Pop0	Pop8	-1.348350264132068e-13	9.231016765577222e-13	-0.1460673616323732	3
ind0	Pop1	Pop0	5.6605457545410694e-12	1.4957199993838244e-12	3.7844955986902518	3
ind0	Pop1	Pop2	-1.8496289285710585e-12	1.369027834883854e-12	-1.351052828467858	3
ind0	Pop1	Pop3	3.7671437473795154e-12	1.3061363139455763e-12	2.884188814871649	3
ind0	Pop1	Pop4	-2.341037199556773e-12	1.1317246705352327e-12	-2.068557185777008	3
ind0	Pop1	Pop5	-3.1412354465455797e-12	9.19015625776593e-13	-3.4180435657893744	3
ind0	Pop1	Pop6	1.0927133571212694e-12	1.3370272399338372e-12	0.8172708262662938	3
ind0	Pop1	Pop7	-4.2732264827842647e-13	1.0743356945096147e-12	-0.39775523652640044	3
ind0	Pop1	Pop8	-1.3565707298926402e-12	8.289525479824602e-13	-1.6364877979979908	3
ind0	Pop2	Pop0	8.877181161960097e-12	1.582791718858138e-12	5.6085592666382516	3
ind0	Pop2	Pop1	-3.8195189019265655e-14	1.1960064527108571e-12	-0.031935604471608654	3
ind0	Pop2	Pop3	4.929153712857051e-12	1.4132289465881238e-12	3.487866367836025	3
ind0	Pop2	Pop4	-4.556068009303242e-13	9.626946924573729e-13	-0.4732619848223564	3
ind0	Pop2	Pop5	-5.562029267022244e-12	9.079434327938699e-13	-6.125964532732063	3
ind0	Pop2	Pop6	2.339137920289453e-12	1.2298371756281073e-12	1.9019899273209067	3
ind0	Pop2	Pop7	6.568356949907588e-13	1.0899590243987065e-12	0.6026242090642928	3
ind0	Pop2	Pop8	-3.044974918157961e-12	9.70518355609039e-13	-3.137472774790661	3
ind0	Pop3	Pop0	5.343145637939399e-12	1.5869911006746828e-12	3.3668403280067856	3
ind0	Pop3	Pop1	4.106992409082089e-12	1.0669499004735819e-12	3.849283276805348	3
ind0	Pop3	Pop2	3.457568635007814e-12	1.1450627021826684e-12	3.0195452427339986	3
ind0	Pop3	Pop4	-1.8771947921192956e-12	8.431133399992457e-13	-2.2265034878003176	3
ind0	Pop3	Pop5	-2.2524624425236154e-12	1.0479391174890762e-12	-2.1494210922488017	3
ind0	Pop3	Pop6	-3.839621390536089e-12	1.3954001196331417e-12	-2.751627534291416	3
ind0	Pop3	Pop7	-1.3099728013788716e-12	1.1439150687615807e-12	-1.1451661378996147	3
ind0	Pop3	Pop8	-1.3450400502083155e-12	8.968945821062799e-13	-1.499663480015237	3
ind0	Pop4	Pop0	8.768400170242888e-12	1.4438616412773938e-12	6.072881167814271	3
ind0	Pop4	Pop1	1.7460156001688234e-12	1.3863264901271476e-12	1.259454834487572	3
ind0	Pop4	Pop2	1.8200122592434773e-12	1.2558617585007171e-12	1.4492138540919175	3
ind0	Pop4	Pop3	1.8700093459037205e-12	1.324937853275627e-12	1.4113940071079714	3
ind0	Pop4	Pop5	-3.714017448682828e-12	1.1828551578085845e-12	-3.1398750930448656	3
ind0	Pop4	Pop6	-4.2916082755873927e-13	1.281077395175116e-12	-0.3349999220773663	3
ind0	Pop4	Pop7	-2.1650014486655046e-12	1.2983322851705765e-12	-1.6675249267032315	3
ind0	Pop4	Pop8	-3.731155339754805e-12	7.301770934776903e-13	-5.10993206043214	3
ind0	Pop5	Pop0	9.893048409987992e-12	1.48789379599093e-12	6.6490286044907325	3
ind0	Pop5	Pop1	3.4599035450502008e-12	1.1973456043572886e-12	2.889644838097859	3
